53241860,-122.168121,47.7639942
53202954,-122.1627287,47.7607283
53202955,-122.1629584,47.7620535
2468395023,-122.1491513,47.7653152
2468392976,-122.1511837,47.7500045
53241876,-122.1675527,47.7393501
2597652501,-122.1689248,47.7717007
53182487,-122.1401224,47.7525899
53248028,-122.1808757,47.7394448
53196835,-122.1456515,47.7608573
53123110,-122.1776818,47.7480276
53123112,-122.1781115,47.7505545
2475685937,-122.1423425,47.7635826
53209138,-122.1442696,47.758157
53196854,-122.162714,47.7612432
53182524,-122.1842186,47.7524953
53090369,-122.171476,47.7469841
53123138,-122.1777484,47.7454816
53182533,-122.1809075,47.7522819
53141577,-122.1830527,47.7476631
308969545,-122.1662092,47.759219
53141580,-122.1836585,47.7479188
308969552,-122.1651073,47.7599376
53141585,-122.1840604,47.7484487
53141586,-122.1838535,47.7489028
2468390993,-122.1702113,47.7539304
53096528,-122.1707221,47.768745
53096529,-122.1697206,47.768837
53096534,-122.1618158,47.7688734
53096530,-122.1664869,47.7688739
53096536,-122.1584898,47.7688756
286052441,-122.1478488,47.7645167
53141594,-122.1836557,47.737633
53192786,-122.1433931,47.761258
286052445,-122.1479075,47.7636161
53141598,-122.1833762,47.7386682
53096542,-122.1542183,47.7688598
5860124769,-122.1478245,47.7592521
53203043,-122.1793733,47.7529672
53084270,-122.1454325,47.7574092
4619196528,-122.1671137,47.770647
53076087,-122.1729446,47.7722351
53076089,-122.1730787,47.7715339
53076095,-122.1732504,47.7708308
53139584,-122.1672898,47.7693813
53139585,-122.1665386,47.7693701
53076098,-122.1735669,47.7704306
53076099,-122.1735293,47.7698177
53198984,-122.1503974,47.7653381
53076114,-122.1728955,47.7645902
53076115,-122.1732344,47.765617
53084306,-122.152905,47.757852
53076125,-122.1725789,47.7419256
53076126,-122.1729561,47.7427184
53076130,-122.1722519,47.7419244
295411883,-122.1697658,47.7506336
52977838,-122.1729488,47.7451133
52977839,-122.172952,47.7453113
52977840,-122.1739415,47.7453098
52977841,-122.173954,47.7451163
31191217,-122.1527064,47.7514999
4840888502,-122.169652,47.7646586
4840888503,-122.1696522,47.7646587
1704779964,-122.1585768,47.7716709
2475571149,-122.1487798,47.7630201
280873155,-122.1657949,47.7626417
53246152,-122.1467256,47.7569525
31191253,-122.1632385,47.7544814
31191254,-122.15279,47.7544632
31191255,-122.15288,47.7565004
31191259,-122.1546579,47.7572728
53078235,-122.142044,47.740485
31191261,-122.1564416,47.7587413
2597664989,-122.1458793,47.7560583
1704780021,-122.1583909,47.7716822
3158913277,-122.1705887,47.7696376
4519860487,-122.1752876,47.738253
130167047,-122.1602251,47.7601974
4519860488,-122.1710631,47.7382079
53135635,-122.1793195,47.752112
53250324,-122.1643531,47.7599258
53250325,-122.1643669,47.7604192
53152022,-122.1430138,47.7565702
53152025,-122.142741,47.7573216
53014824,-122.1742679,47.7416031
53152041,-122.142001,47.7448898
53014826,-122.1750507,47.7416214
53102891,-122.1685524,47.7613998
53102892,-122.1682626,47.7612978
280871211,-122.1651363,47.764693
53238063,-122.1542433,47.7654032
53152047,-122.1435392,47.743104
53090619,-122.1736903,47.7496554
53090621,-122.1838117,47.7495226
53090627,-122.1841959,47.7495299
30234950,-122.1840817,47.7606958
30234952,-122.1848132,47.7623663
53244237,-122.1711473,47.7411534
130167117,-122.1568882,47.7589856
53119315,-122.1849506,47.7437469
53080404,-122.1716208,47.7716261
53119319,-122.1825356,47.7437635
53119320,-122.1820207,47.743767
53119321,-122.1792964,47.7437488
53080408,-122.1715162,47.7722208
536805728,-122.1692778,47.7521457
53119329,-122.1749505,47.7434725
53213538,-122.1672563,47.7621556
53119332,-122.1731829,47.7438765
1141299556,-122.15066,47.758554
53119334,-122.1720969,47.7441337
53213540,-122.1668958,47.7614344
2597642601,-122.1771431,47.7512615
53068141,-122.1798421,47.7468809
53068144,-122.1774163,47.7467748
53068149,-122.1766704,47.7465633
30234997,-122.1858639,47.7631028
53068151,-122.1747365,47.7465752
130167161,-122.1619797,47.7544801
1733685630,-122.1870248,47.7393244
293726591,-122.1657863,47.7633744
53068161,-122.1419856,47.7461495
53068165,-122.1443867,47.7452106
30321031,-122.1889859,47.7566564
130167177,-122.1591043,47.7544743
1107011988,-122.188532,47.7531164
1141299604,-122.15291,47.758554
53068183,-122.1731153,47.7462351
53068184,-122.1725537,47.7466921
53068185,-122.1714687,47.7466924
53068186,-122.1702325,47.7467229
53199261,-122.1713437,47.7613667
53109150,-122.15838,47.7643227
53109153,-122.1584535,47.766577
1107012004,-122.1822969,47.7504966
993864101,-122.1488183,47.7622431
1107012008,-122.176922,47.7441718
2470623660,-122.164904,47.7678934
993864109,-122.1487599,47.7627751
53250478,-122.1667762,47.7599607
130167216,-122.15519,47.7544743
53250480,-122.1668958,47.7591091
310092210,-122.1507206,47.7482678
310092211,-122.1522746,47.7495079
2522384820,-122.1497133,47.759019
1069943216,-122.168031,47.768872
993864113,-122.1483411,47.7627817
2475622835,-122.136978,47.7688463
53213626,-122.173986,47.7465974
53213628,-122.1742407,47.7413686
53199294,-122.1714932,47.7653781
53199295,-122.1721744,47.7674117
53199297,-122.1720483,47.768411
53199298,-122.1721674,47.7687372
53150151,-122.1591095,47.7521961
1215400398,-122.1754722,47.7483534
30321103,-122.1859043,47.7555079
53227986,-122.1715885,47.7564428
53119454,-122.1881249,47.7420598
1263966691,-122.1705343,47.7694286
53119461,-122.1860595,47.7434253
53049830,-122.1677313,47.740533
281651687,-122.1677016,47.739842
53049832,-122.1674824,47.7405377
306727401,-122.1706706,47.7682351
1263966695,-122.1680679,47.7721082
1263966694,-122.1688632,47.7721461
281651692,-122.1689335,47.7387027
281651693,-122.1689303,47.7384566
306727404,-122.1670161,47.7648613
53068272,-122.1643186,47.7651901
53068273,-122.1643443,47.7647187
1923361267,-122.1893852,47.7569921
296268275,-122.1569289,47.7652847
454623733,-122.1573823,47.76887
1704780278,-122.15858,47.7720787
296268279,-122.1548012,47.7688656
53209593,-122.1714467,47.7423482
1201228284,-122.1650007,47.7668511
53068288,-122.1650156,47.7680192
53068290,-122.1656014,47.7688805
53064194,-122.1636576,47.7625936
53209604,-122.1722395,47.7531796
296268293,-122.1565402,47.7688691
296268294,-122.1567321,47.7685857
296268295,-122.1571894,47.7655188
53209605,-122.1716488,47.7538186
53064196,-122.162953,47.7625944
53064198,-122.1618909,47.7625944
53064199,-122.1607171,47.7626093
53092882,-122.167018,47.765948
53092884,-122.166963,47.7667633
53092886,-122.1671823,47.7631744
53144089,-122.1645619,47.766356
53197338,-122.1618214,47.768334
454623777,-122.155578,47.7683436
454623779,-122.1555053,47.768868
53228775,-122.1644135,47.7714797
53156396,-122.163564,47.7599291
53156397,-122.1636291,47.7612757
53217837,-122.1419983,47.7480379
53156401,-122.1636514,47.7619848
53209653,-122.1383098,47.7580261
53207607,-122.1719175,47.7453086
3797475898,-122.15291,47.759028
53144124,-122.1423805,47.7664382
2468362814,-122.1785127,47.7530462
53064255,-122.1503281,47.7624247
2468362820,-122.1784998,47.7525601
53213764,-122.1415059,47.7565875
53011014,-122.1584898,47.7677837
53184412,-122.1666598,47.7660054
3797475916,-122.1529,47.757205
2468395597,-122.1680109,47.7706496
2468395603,-122.1688613,47.7707225
2468395604,-122.1688291,47.7714003
53185112,-122.1421,47.7388477
53185116,-122.1512288,47.7486736
2468395614,-122.1680354,47.7714392
2468395616,-122.1690705,47.7706288
53195361,-122.183065,47.7422014
53195362,-122.1823194,47.742159
30321253,-122.1845568,47.7585267
30321258,-122.1792425,47.7583526
1370499690,-122.170215,47.7531604
994058864,-122.1714904,47.752269
994058866,-122.1715262,47.7525439
1215404661,-122.1837554,47.7461162
30321274,-122.1842576,47.7585058
53232261,-122.1725445,47.7459915
4587733641,-122.142058,47.7515747
1215404683,-122.1831871,47.7455965
2468362896,-122.1832219,47.7510657
53217938,-122.1800103,47.7443222
53217939,-122.1794341,47.7444368
53217940,-122.1785351,47.7445747
1215404693,-122.1812191,47.7463901
280869524,-122.1604079,47.762981
4587733657,-122.1375421,47.7523805
53189279,-122.1792884,47.7518242
53189281,-122.1809361,47.7517886
53189285,-122.1827852,47.7515827
1215404710,-122.182732,47.7466775
1215404711,-122.1828829,47.7471103
1215404713,-122.1813945,47.7463705
53189291,-122.1811947,47.7537103
53189295,-122.1798545,47.7543447
1215404724,-122.1814291,47.7470597
1215404726,-122.1809728,47.7471271
1215404727,-122.1808575,47.7471442
3581192893,-122.1847237,47.7376698
3581192895,-122.1849417,47.7376727
3581192896,-122.1845698,47.7384127
1215404735,-122.1831291,47.7461208
3581192898,-122.1849482,47.7384905
53234370,-122.1726819,47.7469842
53234372,-122.1733135,47.7442365
1733685954,-122.143768,47.7627871
30321353,-122.185112,47.7584069
53107402,-122.162999,47.7603236
53035723,-122.1887733,47.7533527
53107404,-122.1629819,47.7599227
53207757,-122.1720035,47.7534655
53207758,-122.1703693,47.7527834
53240525,-122.1463411,47.7595579
3158913737,-122.1718373,47.7694231
3639505617,-122.1595147,47.7626243
3639505616,-122.1595308,47.7621877
53224157,-122.1822663,47.7389375
53224159,-122.1814273,47.7383624
4601416419,-122.1844545,47.7454572
53175014,-122.1696521,47.7646587
53175015,-122.169379,47.7643549
53234417,-122.1473437,47.7532695
3311328002,-122.1780362,47.752459
53234434,-122.1474768,47.7539047
3588045577,-122.1472824,47.748699
53084941,-122.1772376,47.7478541
53185297,-122.1418801,47.7558405
53185298,-122.1421856,47.7558044
53084952,-122.1770592,47.7450219
3158909721,-122.1602741,47.7683435
3158909722,-122.1584898,47.7683235
2468397851,-122.1636278,47.7613449
53209885,-122.1666103,47.7707531
53084962,-122.1781072,47.7495704
2468350757,-122.1869247,47.7495899
2468397862,-122.1614584,47.766778
2468397864,-122.1613458,47.7675352
53209899,-122.1657949,47.7619848
53175084,-122.1696521,47.7646586
53175085,-122.1704417,47.7655692
1468429104,-122.1637349,47.7590847
2475676466,-122.1474868,47.759033
53207862,-122.1731617,47.739687
53207863,-122.1699122,47.7396848
53209914,-122.166267,47.7563965
53201726,-122.1383298,47.7472975
4271815494,-122.1581514,47.7688745
4271815496,-122.1584967,47.7690625
3210079048,-122.1486147,47.7516433
53130058,-122.166636,47.7714741
53130059,-122.1661382,47.7714857
3210079056,-122.1484245,47.7501278
53187411,-122.1697345,47.7695288
53187412,-122.1711767,47.7691207
511974232,-122.1873462,47.7582361
53136219,-122.1755283,47.7477536
30139233,-122.1685706,47.7573606
136928122,-122.1674041,47.7608168
280869755,-122.1601538,47.7626201
