6518717,53241860,53253686,42.781,25,1,2
6499869,53241860,53197854,85.832,25,1,2
6499869,53241860,53092886,117.54599999999999,25,1,2
6449795,53202954,53196854,57.265,25,1,2
6449798,53202955,53064196,60.147,25,1,2
239023797,2468395023,53198984,93.171,25,1,2
239023656,2468392976,993051733,170.117,25,1,2
6499875,53241876,281651687,55.94500000000001,25,1,2
253894070,2597652501,2468395604,34.668,25,1,2
25476309,53182487,2475671410,157.423,25,1,2
25476313,53182487,53092254,780.841,25,1,2
239796457,53182487,4587733657,195.324,25,1,2
239796457,53182487,4587733641,239.809,25,1,2
6510498,53248028,53227179,69.519,25,1,2
6442364,53196835,53167099,103.929,25,1,2
6389617,53123110,53136533,36.753,25,1,2
6378906,53123110,53084962,180.35199999999998,25,1,2
6378906,53123110,53084941,38.516999999999996,25,1,2
6378906,53123112,53084962,109.428,25,1,2
6390131,53123112,53137103,199.427,25,1,2
6390131,53123112,53137099,117.768,25,1,2
6471883,2475685937,53192786,328.99700000000007,25,1,2
6456892,53209138,53167078,58.076,25,1,2
6449795,53196854,53202954,57.265,25,1,2
239024154,53196854,2597649566,177.765,25,1,2
239024154,53196854,2468397851,69.52499999999999,25,1,2
6434415,53182524,53119893,44.373,25,1,2
6427089,53182524,53182533,263.973,25,1,2
6434415,53182524,53189285,149.586,25,1,2
6352039,53090369,53068185,32.44,25,1,2
6477753,53123138,53225277,85.823,25,1,2
6341820,53123138,53064873,207.743,25,1,2
6378930,53123138,53084952,73.35,25,1,2
6480307,53182533,53189281,54.894,25,1,2
6427089,53182533,53182524,263.973,25,1,2
6480307,53182533,53189291,161.144,25,1,2
6393780,53141577,53141580,53.598,25,1,2
55198738,53141577,53201947,131.36599999999999,25,1,2
55198738,53141577,1203698859,181.29500000000002,25,1,2
28130913,308969545,308969552,117.72800000000001,25,1,2
6393780,53141580,53141585,66.566,25,1,2
6393780,53141580,53141577,53.598,25,1,2
6439878,53141580,53194660,83.65199999999999,25,1,2
6521496,308969552,53194138,40.416,25,1,2
6521496,308969552,53250324,56.391,25,1,2
28130913,308969552,308969545,117.72800000000001,25,1,2
6393780,53141585,53141586,52.928,25,1,2
6393780,53141585,53141580,66.566,25,1,2
6433590,53141585,53188570,53.869,25,1,2
6393780,53141586,53090621,69.087,25,1,2
6393780,53141586,53141585,52.928,25,1,2
6522422,53141586,53201947,157.97899999999998,25,1,2
313913538,2468390993,3334915324,100.732,25,1,2
6357020,53096528,53096529,75.629,25,2,2
6496402,53096528,53187412,54.17,25,1,2
6496402,53096528,306727401,57.557,25,1,2
6499854,53096529,53187411,76.932,25,1,2
6499854,53096529,53241846,89.278,25,1,2
92161110,53096529,1069943216,126.702,25,2,2
6443000,53096534,53197338,59.98,25,1,2
92161109,53096534,305288621,95.641,25,1,2
92161109,53096534,53096536,248.575,25,1,2
6457824,53096530,53139585,55.399,25,1,2
92161108,53096530,1069943216,115.40199999999999,25,1,2
92161109,53096530,53068290,66.184,25,1,2
110750583,53096530,1201228284,251.07999999999998,25,1,2
6367366,53096536,4271815496,20.797,25,1,2
6367366,53096536,3158909722,61.391000000000005,25,1,2
92161109,53096536,53096534,248.575,25,1,2
428029608,53096536,4271815494,25.290999999999997,25,1,3
26128561,286052441,1147842250,87.315,25,1,2
26128561,286052441,286052445,104.021,25,1,2
26128582,286052441,2475571143,76.88300000000001,25,1,2
6393787,53141594,53141598,118.00899999999999,25,1,2
6438231,53192786,130168689,65.641,25,1,2
6471883,53192786,2475685937,328.997,25,1,2
6442364,53192786,53167099,89.096,25,1,2
183217472,286052445,286052265,44.415,25,1,2
26128561,286052445,286052441,104.021,25,1,2
26128561,286052445,286052303,57.069,25,1,2
6393787,53141598,53141594,118.009,25,1,2
6453731,53141598,53206592,69.30499999999999,25,1,2
6510555,53141598,53068874,64.012,25,1,2
366238751,53096542,296268279,43.569,25,1,5
428341757,53096542,53238063,387.32800000000003,25,1,5
428029633,53096542,53245356,542.468,25,1,5
99968976,5860124769,2475676466,35.782000000000004,25,1,2
6449935,53203043,2468362814,64.935,25,1,2
6454932,53203043,53135635,95.186,25,1,2
6457706,53203043,53189295,160.286,25,1,2
6348042,53084270,130168311,232.14799999999997,25,1,2
